0.002492,-0.006354,-0.002496,0.000000,0.000000,0.000000,0.002492,-0.006354,-0.002496
0.002492,-0.006354,-0.002496,0.002456,-0.006263,0.000000,0.002377,-0.004885,-0.000571
0.002673,-0.004826,-0.000578,0.002334,-0.004797,0.000000,0.001571,-0.003073,-0.001599
0.001571,-0.003073,-0.001599,0.001527,-0.002987,0.000000,0.001460,-0.006640,-0.000538
0.001460,-0.006640,-0.000538,0.035167,0.243261,0.000000,0.004027,-0.006351,-0.000991
0.004027,-0.006351,-0.000991,0.037733,0.243551,0.000000,0.030545,0.171129,-0.002191
0.030545,0.171129,-0.002191,0.064251,0.421030,0.000000,0.054856,0.348616,-0.004899
0.054856,0.348616,-0.004899,0.088563,0.598517,0.000000,0.080231,0.526822,-0.008301
0.080231,0.526822,-0.008301,0.087326,0.334790,0.000000,0.021098,0.132880,0.003832
0.021098,0.132880,0.003832,0.028175,-0.058965,0.000000,0.027696,-0.037479,-0.000053
0.027696,-0.037479,-0.000053,0.034802,-0.229316,0.000000,0.010931,-0.017063,0.001195
0.010931,-0.017063,0.001195,0.018042,-0.208899,0.000000,-0.120518,-0.064481,-0.010872
-0.120518,-0.064481,-0.010872,-0.307146,-0.183123,0.000000,-0.001615,-0.037217,0.001183
-0.001615,-0.037217,0.001183,-0.188251,-0.155847,0.000000,-0.136294,-0.118884,-0.002245
-0.136294,-0.118884,-0.002245,-0.322927,-0.237519,0.000000,-0.269503,-0.211393,-0.005949
-0.269503,-0.211393,-0.005949,-0.456135,-0.330028,0.000000,-0.398524,-0.300069,-0.008963
-0.398524,-0.300069,-0.008963,-0.295753,-0.375679,0.000000,-0.100386,-0.089880,0.002725
-0.100386,-0.089880,0.002725,0.002322,-0.165469,0.000000,-0.004897,-0.135621,-0.000226
-0.004897,-0.135621,-0.000226,0.097770,-0.211220,0.000000,0.001020,-0.043475,-0.000306
0.001020,-0.043475,-0.000306,0.103664,-0.119089,0.000000,0.003191,-0.009835,-0.001273
0.003191,-0.009835,-0.001273,-0.053834,0.051683,0.000000,-0.040708,0.032217,-0.002833
-0.040708,0.032217,-0.002833,-0.097733,0.093734,0.000000,-0.009565,0.005377,-0.001301
-0.009565,0.005377,-0.001301,-0.066592,0.066893,0.000000,0.001283,-0.007442,0.000112
0.001283,-0.007442,0.000112,-0.055743,0.054075,0.000000,-0.040818,0.031857,-0.000449
-0.040818,0.031857,-0.000449,-0.257394,0.081635,0.000000,-0.200801,0.063074,-0.002470
-0.200801,0.063074,-0.002470,-0.417376,0.112856,0.000000,-0.359417,0.092912,-0.005418
-0.359417,0.092912,-0.005418,-0.575991,0.142697,0.000000,-0.513603,0.123657,-0.008841
-0.513603,0.123657,-0.008841,-0.730177,0.173442,0.000000,-0.130598,0.029560,0.006469
-0.130598,0.029560,0.006469,-0.047600,-0.168496,0.000000,-0.053745,-0.123567,-0.001328
-0.053745,-0.123567,-0.001328,0.029218,-0.321619,0.000000,0.007440,-0.272398,-0.004754
0.007440,-0.272398,-0.004754,0.090393,-0.470452,0.000000,0.000029,-0.072444,0.002196
0.000029,-0.072444,0.002196,0.082971,-0.270500,0.000000,-0.002392,-0.006345,-0.000968
-0.002392,-0.006345,-0.000968,-0.116702,-0.030472,0.000000,-0.087019,-0.024659,-0.000180
-0.087019,-0.024659,-0.000180,-0.201329,-0.048788,0.000000,-0.173045,-0.043729,-0.002880
-0.173045,-0.043729,-0.002880,-0.287354,-0.067858,0.000000,-0.251452,-0.062236,-0.003734
-0.251452,-0.062236,-0.003734,-0.365762,-0.086365,0.000000,-0.328151,-0.081337,-0.005573
-0.328151,-0.081337,-0.005573,-0.484542,0.163727,0.000000,-0.075033,-0.022228,0.005290
-0.075033,-0.022228,0.005290,-0.231446,0.222799,0.000000,-0.006985,-0.001171,-0.000661
-0.006985,-0.001171,-0.000661,-0.163415,0.243843,0.000000,-0.118846,0.173106,-0.002476
-0.118846,0.173106,-0.002476,-0.275276,0.418119,0.000000,-0.239198,0.355715,-0.007116
-0.239198,0.355715,-0.007116,0.010800,0.536437,0.000000,-0.050496,0.479454,-0.005753
-0.050496,0.479454,-0.005753,0.199475,0.660180,0.000000,0.140471,0.598037,-0.009143
0.140471,0.598037,-0.009143,0.390426,0.778770,0.000000,0.031775,0.148318,0.003372
0.031775,0.148318,0.003372,0.281710,0.329063,0.000000,-0.002333,0.015625,-0.001956
-0.002333,0.015625,-0.001956,-0.032891,-0.180529,0.000000,-0.002950,0.004791,-0.000796
-0.002874,0.004513,-0.001465,-0.033509,-0.191363,0.000000,-0.025205,-0.133797,-0.002574
-0.025205,-0.133797,-0.002574,-0.055765,-0.329951,0.000000,-0.046506,-0.278050,-0.005748
-0.046506,-0.278050,-0.005748,-0.077067,-0.474204,0.000000,-0.064596,-0.416574,-0.007978
-0.064596,-0.416574,-0.007978,0.001368,-0.255616,0.000000,-0.009867,-0.293987,-0.002510
-0.009867,-0.293987,-0.002510,0.056058,-0.133037,0.000000,0.002018,-0.065984,0.003143
0.002018,-0.065984,0.003143,0.067924,0.094793,0.000000,0.051774,0.062445,0.000812
0.051774,0.062445,0.000812,0.117692,0.223215,0.000000,0.101404,0.176942,-0.000750
0.101404,0.176942,-0.000750,0.115574,0.204967,0.000000,0.026691,0.046035,0.002617
0.026691,0.046035,0.002617,0.040862,0.074060,0.000000,0.033305,0.051820,-0.000345
0.033305,0.051820,-0.000345,0.047473,0.079847,0.000000,0.043846,0.071572,0.000117
0.043846,0.071572,0.000117,0.058015,0.099598,0.000000,0.011737,0.019090,0.000085
0.011737,0.019090,0.000085,0.007143,-0.067407,0.000000,0.007185,-0.047919,0.001145
0.007185,-0.047919,0.001145,0.002600,-0.134415,0.000000,0.001851,-0.111931,-0.000756
0.001851,-0.111931,-0.000756,-0.002731,-0.198428,0.000000,-0.002387,-0.174366,-0.000897
-0.002387,-0.174366,-0.000897,-0.006967,-0.260862,0.000000,-0.007003,-0.232856,-0.001816
-0.007003,-0.232856,-0.001816,-0.256956,-0.482768,0.000000,-0.191577,-0.411123,-0.006591
-0.191577,-0.411123,-0.006591,-0.441522,-0.661039,0.000000,-0.046879,-0.112810,0.003233
-0.046879,-0.112810,0.003233,-0.296816,-0.362733,0.000000,-0.225916,-0.282428,-0.007600
-0.225916,-0.282428,-0.007600,-0.475849,-0.532354,0.000000,-0.059917,-0.084772,0.001832
-0.059917,-0.084772,0.001832,-0.102012,0.153641,0.000000,-0.004979,-0.006849,-0.001435
-0.004979,-0.006849,-0.001435,-0.047109,0.231550,0.000000,-0.036334,0.165608,-0.002344
-0.036334,0.165608,-0.002344,-0.078466,0.404006,0.000000,-0.008473,0.046359,-0.000353
-0.008473,0.046359,-0.000353,-0.050606,0.284757,0.000000,-0.038131,0.205397,-0.003266
-0.038131,0.205397,-0.003266,-0.082395,0.455299,0.000000,-0.073782,0.390052,-0.006007
-0.073782,0.390052,-0.006007,-0.118045,0.639953,0.000000,-0.108829,0.567397,-0.009946
