-0.004238,-0.003773,-0.001825,0.000000,0.000000,0.000000,-0.004238,-0.003773,-0.001825
-0.004238,-0.003773,-0.001825,-0.004164,-0.003707,0.000000,-0.009370,-0.004084,-0.001455
-0.009370,-0.004084,-0.001455,-0.009279,-0.004044,0.000000,-0.007683,-0.002896,-0.001226
-0.007683,-0.002896,-0.001226,-0.007590,-0.002861,0.000000,-0.011976,-0.004490,-0.000851
-0.011976,-0.004490,-0.000851,-0.069597,0.199998,0.000000,-0.061814,0.145376,-0.003935
-0.061814,0.145376,-0.003935,-0.119435,0.349864,0.000000,-0.109425,0.301646,-0.007315
-0.109425,0.301646,-0.007315,-0.167047,0.506133,0.000000,-0.157819,0.446364,-0.010423
-0.157819,0.446364,-0.010423,-0.215441,0.650852,0.000000,-0.204162,0.584235,-0.011081
-0.204162,0.584235,-0.011081,-0.160975,0.555368,0.000000,-0.174896,0.543612,-0.009437
-0.174896,0.543612,-0.009437,-0.131712,0.514744,0.000000,-0.144404,0.499529,-0.008214
-0.144404,0.499529,-0.008214,-0.101224,0.470660,0.000000,-0.037982,0.116178,0.006238
-0.037982,0.116178,0.006238,0.005172,0.087307,0.000000,-0.014069,0.011085,0.002909
-0.014069,0.011085,0.002909,0.087293,-0.079474,0.000000,0.058826,-0.056891,0.002189
0.058826,-0.056891,0.002189,0.160188,-0.147450,0.000000,0.130526,-0.124271,0.000784
0.130526,-0.124271,0.000784,0.231888,-0.214830,0.000000,0.028999,-0.031324,0.003988
0.028999,-0.031324,0.003988,0.130362,-0.121882,0.000000,0.094213,-0.089256,0.000370
0.094213,-0.089256,0.000370,0.068241,-0.219994,0.000000,0.070217,-0.185268,0.000775
0.070217,-0.185268,0.000775,0.044260,-0.316002,0.000000,0.044935,-0.277074,-0.000814
0.044935,-0.277074,-0.000814,0.018988,-0.407807,0.000000,0.019515,-0.368380,-0.004176
0.019515,-0.368380,-0.004176,-0.006426,-0.499113,0.000000,-0.001029,-0.456901,-0.004353
-0.001029,-0.456901,-0.004353,-0.168327,-0.206824,0.000000,-0.127339,-0.258222,-0.001079
-0.127339,-0.258222,-0.001079,-0.294600,-0.008219,0.000000,-0.248974,-0.060734,-0.001131
-0.248974,-0.060734,-0.001131,-0.416244,0.189224,0.000000,-0.370830,0.124939,-0.005930
-0.370830,0.124939,-0.005930,-0.538109,0.374882,0.000000,-0.092552,0.029622,0.005978
-0.092552,0.029622,0.005978,-0.249132,0.223212,0.000000,-0.203842,0.164312,-0.003160
-0.203842,0.164312,-0.003160,-0.360426,0.357898,0.000000,-0.323900,0.299467,-0.008090
-0.323900,0.299467,-0.008090,-0.480485,0.493053,0.000000,-0.438536,0.430008,-0.012033
-0.438536,0.430008,-0.012033,-0.595121,0.623593,0.000000,-0.548390,0.555743,-0.012835
-0.548390,0.555743,-0.012835,-0.673011,0.351357,0.000000,-0.631198,0.387187,-0.010235
-0.631198,0.387187,-0.010235,-0.755811,0.182824,0.000000,-0.158088,0.084872,0.010983
-0.158088,0.084872,0.010983,-0.282705,-0.119428,0.000000,-0.242145,-0.084157,0.001365
-0.242145,-0.084157,0.001365,-0.366776,-0.288434,0.000000,-0.338099,-0.239239,-0.002908
-0.338099,-0.239239,-0.002908,-0.357327,-0.243403,0.000000,-0.347321,-0.242390,-0.003558
-0.347321,-0.242390,-0.003558,-0.366548,-0.246555,0.000000,-0.083705,-0.066061,0.007619
-0.083705,-0.066061,0.007619,-0.102933,-0.070225,0.000000,-0.092307,-0.062696,0.002796
-0.092307,-0.062696,0.002796,-0.111531,-0.066865,0.000000,-0.113523,-0.069868,-0.000974
-0.113523,-0.069868,-0.000974,-0.296506,0.000870,0.000000,-0.256354,-0.018799,-0.000757
-0.256354,-0.018799,-0.000757,-0.439338,0.051927,0.000000,-0.394652,0.032863,-0.004577
-0.394652,0.032863,-0.004577,-0.577636,0.103583,0.000000,-0.525871,0.077988,-0.008457
-0.525871,0.077988,-0.008457,-0.708855,0.148705,0.000000,-0.650171,0.122314,-0.012265
-0.650171,0.122314,-0.012265,-0.900076,0.294806,0.000000,-0.822416,0.240210,-0.012421
-0.822416,0.240210,-0.012421,-1.072323,0.412697,0.000000,-0.997420,0.361374,-0.018049
-0.997420,0.361374,-0.018049,-1.247328,0.533858,0.000000,-1.165959,0.476259,-0.020181
-1.165959,0.476259,-0.020181,-1.363582,0.624783,0.000000,-1.290743,0.568402,-0.021331
-1.290743,0.568402,-0.021331,-1.385981,0.573400,0.000000,-1.334747,0.548909,-0.020347
-1.334747,0.548909,-0.020347,-1.397434,0.544897,0.000000,-1.349749,0.521168,-0.017050
-1.349749,0.521168,-0.017050,-1.407200,0.519156,0.000000,-0.364511,0.133178,0.019978
-0.364511,0.133178,0.019978,-0.614416,0.202173,0.000000,-0.068794,0.019063,0.008157
-0.068794,0.019063,0.008157,-0.318694,-0.025993,0.000000,-0.275490,-0.007840,0.005723
-0.275490,-0.007840,0.005723,-0.525390,-0.052894,0.000000,-0.478525,-0.035406,-0.000839
-0.478525,-0.035406,-0.000839,-0.728425,-0.080460,0.000000,-0.126867,-0.003586,0.008568
-0.126867,-0.003586,0.008568,-0.376768,-0.048638,0.000000,-0.314290,-0.031044,0.001270
-0.314290,-0.031044,0.001270,-0.540886,0.052095,0.000000,-0.092797,-0.005647,0.005578
-0.092797,-0.005647,0.005578,-0.319395,0.077479,0.000000,-0.260043,0.060995,-0.001907
-0.260043,0.060995,-0.001907,-0.486643,0.144116,0.000000,-0.442139,0.124762,-0.007336
